Pièce		Occurrence	Traduction anglaise	Type	Zone géographique	Continent	Coordonnées	ID	Remarque	Auteur	Titre	Genre	Représentation	Décennie	Publication	Décennie			
CORNEILLET_ARIANE	7	Athènes	Athens	Ville	Grèce	Europe	37.9728191495, 23.7237438519	https://pleiades.stoa.org/places/579885		Corneille, Thomas	Ariane	Tragédie	1672	70	1672	70	http://dramacode.github.io/tcp5/corneillet_ariane.xml	https://catalogue.bnf.fr/ark:/12148/cb30272162g	https://gallica.bnf.fr/ark:/12148/bpt6k5772310n
CORNEILLET_ARIANE	11	Naxe	Naxos	Île	Grèce	Europe	37.05, 25.49	https://pleiades.stoa.org/places/599822		Corneille, Thomas	Ariane	Tragédie	1672	70	1672	70	http://dramacode.github.io/tcp5/corneillet_ariane.xml	https://catalogue.bnf.fr/ark:/12148/cb30272162g	https://gallica.bnf.fr/ark:/12148/bpt6k5772310n
																			
CORNEILLET_BRADAMANTE	5	Grèce	Greece	Pays	Grèce	Europe	39, 22	http://www.geonames.org/390903		Corneille, Thomas	Bradamante	Tragédie	1695	90	1695	90	http://dramacode.github.io/tcp5/corneillet_bradamante.xml		
CORNEILLET_BRADAMANTE	3	France	France	Pays	France	Europe	46, 2	http://www.geonames.org/3017382		Corneille, Thomas	Bradamante	Tragédie	1695	90	1695	90	http://dramacode.github.io/tcp5/corneillet_bradamante.xml		
CORNEILLET_BRADAMANTE	1	Belgrade	Belgrade	Ville	Serbie	Europe	44.80401, 20.46513	http://www.geonames.org/792680		Corneille, Thomas	Bradamante	Tragédie	1695	90	1695	90	http://dramacode.github.io/tcp5/corneillet_bradamante.xml		
																			
CORNEILLET_GEOLIERDESOISMEME	25	Sicile	Sicily	Région	Italie	Europe	37.75, 14.25	http://www.geonames.org/2523119		Corneille, Thomas	Le Geôlier de soi-même	Comédie	1655	50	1655	50	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLET_GEOLIERDESOISMEME.xml		
CORNEILLET_GEOLIERDESOISMEME	2	Naples	Naples	Ville	Italie	Europe	40.85216, 14.26811	http://www.geonames.org/3172394		Corneille, Thomas	Le Geôlier de soi-même	Comédie	1655	50	1655	50	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLET_GEOLIERDESOISMEME.xml		
CORNEILLET_GEOLIERDESOISMEME	1	Salerne	Salerno	Ville	Italie	Europe	40.67545, 14.79328	http://www.geonames.org/3168673		Corneille, Thomas	Le Geôlier de soi-même	Comédie	1655	50	1655	50	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLET_GEOLIERDESOISMEME.xml		
CORNEILLET_GEOLIERDESOISMEME	9	Gaïette	Gaeta	Ville	Italie	Europe	41.21408, 13.57082	http://www.geonames.org/3176438		Corneille, Thomas	Le Geôlier de soi-même	Comédie	1655	50	1655	50	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLET_GEOLIERDESOISMEME.xml		
CORNEILLET_GEOLIERDESOISMEME	1	Moscovie	Muscovy	Région	Russie	Europe	55.75222, 37.61556	https://en.wikipedia.org/wiki/Grand_Duchy_of_Moscow		Corneille, Thomas	Le Geôlier de soi-même	Comédie	1655	50	1655	50	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLET_GEOLIERDESOISMEME.xml		
CORNEILLET_GEOLIERDESOISMEME	1	Florence	Florence	Ville	Italie	Europe	43.77925, 11.24626	http://www.geonames.org/3176959		Corneille, Thomas	Le Geôlier de soi-même	Comédie	1655	50	1655	50	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLET_GEOLIERDESOISMEME.xml		
																			
DURYER_CLARIGENE	22	Rome	Roma	Ville	Italie	Europe	41.891775, 12.486137	https://pleiades.stoa.org/places/423025		Duryer, Pierre	Clarigène	Tragi-comédie	1637	30	1639	30	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/DURYER_CLARIGENE.xml	https://catalogue.bnf.fr/ark:/12148/cb303879252	https://gallica.bnf.fr/ark:/12148/bpt6k71577m
DURYER_CLARIGENE	4	Athènes	Athens	Ville	Grèce	Europe	37.9728191495, 23.7237438519	https://pleiades.stoa.org/places/579885		Duryer, Pierre	Clarigène	Tragi-comédie	1637	30	1639	30	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/DURYER_CLARIGENE.xml	https://catalogue.bnf.fr/ark:/12148/cb303879252	https://gallica.bnf.fr/ark:/12148/bpt6k71577m
DURYER_CLARIGENE	1	Ostie	Ostia	Ville	Italie	Europe	41.754855, 12.287656	https://pleiades.stoa.org/places/422995		Duryer, Pierre	Clarigène	Tragi-comédie	1637	30	1639	30	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/DURYER_CLARIGENE.xml	https://catalogue.bnf.fr/ark:/12148/cb303879252	https://gallica.bnf.fr/ark:/12148/bpt6k71577m
DURYER_CLARIGENE	1	Mitilène	Mytilene	Ville	Grèce	Europe	39.110475, 26.547048	https://pleiades.stoa.org/places/550763		Duryer, Pierre	Clarigène	Tragi-comédie	1637	30	1639	30	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/DURYER_CLARIGENE.xml	https://catalogue.bnf.fr/ark:/12148/cb303879252	https://gallica.bnf.fr/ark:/12148/bpt6k71577m
DURYER_CLARIGENE	3	Sicile	Sicily	Région	Italie	Europe	37.75, 14.25	http://www.geonames.org/2523119		Duryer, Pierre	Clarigène	Tragi-comédie	1637	30	1639	30	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/DURYER_CLARIGENE.xml	https://catalogue.bnf.fr/ark:/12148/cb303879252	https://gallica.bnf.fr/ark:/12148/bpt6k71577m
																			
DURYER_CLITOPHON	4	Tyr	Tyre	Ville	Levant	Asie	33.2698475, 35.2038435	https://pleiades.stoa.org/places/678437		Duryer, Pierre	Clitophon	Tragi-comédie	1629	20	1632	30	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/DURYER_CLITOPHON.xml		
DURYER_CLITOPHON	2	Byzance	Byzantium	Ville	Anatolie	Asie	41.005902, 28.9738815	https://pleiades.stoa.org/places/520985		Duryer, Pierre	Clitophon	Tragi-comédie	1629	20	1632	30	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/DURYER_CLITOPHON.xml		
DURYER_CLITOPHON	1	Alexandrie	Alexandria	Ville	Afrique	Afrique	31.201435, 29.909773	https://pleiades.stoa.org/places/727070		Duryer, Pierre	Clitophon	Tragi-comédie	1629	20	1632	30	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/DURYER_CLITOPHON.xml		
DURYER_CLITOPHON	2	Thessalie	Thessalia/Thessaly	Région	Grèce	Europe	37.5, 22.5	https://pleiades.stoa.org/places/991374		Duryer, Pierre	Clitophon	Tragi-comédie	1629	20	1632	30	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/DURYER_CLITOPHON.xml		
																			
DURYER_DYNAMIS	1	Lycie	Lycia	Région	Anatolie	Asie	36.5135325, 29.129311	https://pleiades.stoa.org/places/638965		Duryer, Pierre	Dynamis	Tragi-comédie	1649	40	1653	50	http://dramacode.github.io/tcp5/duryer_dynamis.xml	https://catalogue.bnf.fr/ark:/12148/cb30387930n	
DURYER_DYNAMIS	1	Halicarnasse	Halicarnassus	Ville	Anatolie	Asie	37.042901, 27.420201	https://pleiades.stoa.org/places/599636		Duryer, Pierre	Dynamis	Tragi-comédie	1649	40	1653	50	http://dramacode.github.io/tcp5/duryer_dynamis.xml	https://catalogue.bnf.fr/ark:/12148/cb30387930n	
																			
DURYER_ESTHER	7	Perse	Persia	Pays	Orient	Asie	32, 53	http://www.geonames.org/130758		Duryer, Pierre	Esther	Tragédie	1642	40	1644	40	http://dramacode.github.io/tcp5/duryer_esther.xml	https://catalogue.bnf.fr/ark:/12148/cb303879310	https://gallica.bnf.fr/ark:/12148/bpt6k71601n
DURYER_ESTHER	1	Judée	Judea	Région	Levant	Asie	31.928333, 35.238333	https://pleiades.stoa.org/places/687934		Duryer, Pierre	Esther	Tragédie	1642	40	1644	40	http://dramacode.github.io/tcp5/duryer_esther.xml	https://catalogue.bnf.fr/ark:/12148/cb303879310	https://gallica.bnf.fr/ark:/12148/bpt6k71601n
DURYER_ESTHER	1	Babylone	Babylon	Ville	Orient	Asie	32.5387834636, 44.4236176449	https://pleiades.stoa.org/places/893951		Duryer, Pierre	Esther	Tragédie	1642	40	1644	40	http://dramacode.github.io/tcp5/duryer_esther.xml	https://catalogue.bnf.fr/ark:/12148/cb303879310	https://gallica.bnf.fr/ark:/12148/bpt6k71601n
																			
MOLIERE_AMPHITRYON	5	Thèbes	Thebes	Ville	Grèce	Europe	38.319156, 23.317577	https://pleiades.stoa.org/places/541138		Molière	Amphitryon	Comédie	1668	60	1668	60	http://dramacode.github.io/moliere/moliere_amphitryon.xml	https://catalogue.bnf.fr/ark:/12148/cb32457713b	
MOLIERE_AMPHITRYON	1	Thessalie	Thessalia/Thessaly	Région	Grèce	Europe	37.5, 22.5	https://pleiades.stoa.org/places/991374		Molière	Amphitryon	Comédie	1668	60	1668	60	http://dramacode.github.io/moliere/moliere_amphitryon.xml	https://catalogue.bnf.fr/ark:/12148/cb32457713b	
MOLIERE_AMPHITRYON	2	Télèbe		Fiction	Grèce	Europe				Molière	Amphitryon	Comédie	1668	60	1668	60	http://dramacode.github.io/moliere/moliere_amphitryon.xml	https://catalogue.bnf.fr/ark:/12148/cb32457713b	
																			
MOLIERE_DOMGARCIEDENAVARRE	9	Castille	Castile	Région	Péninsule Ibérique	Europe	41, -3.5	http://www.geonames.org/3125826		Molière	Don Garcie de Navarre	Comédie	1661	60	1682	80	http://dramacode.github.io/moliere/moliere_domgarciedenavarre.xml	https://catalogue.bnf.fr/ark:/12148/cb373022911	
MOLIERE_DOMGARCIEDENAVARRE	13	Léon	León	Région	Péninsule Ibérique	Europe	42.66667, -6	http://www.geonames.org/3118528		Molière	Don Garcie de Navarre	Comédie	1661	60	1682	80	http://dramacode.github.io/moliere/moliere_domgarciedenavarre.xml	https://catalogue.bnf.fr/ark:/12148/cb373022911	
MOLIERE_DOMGARCIEDENAVARRE	3	Astorgue	Astorga	Ville	Péninsule Ibérique	Europe	42.45879, -6.05601	http://www.geonames.org/3129231		Molière	Don Garcie de Navarre	Comédie	1661	60	1682	80	http://dramacode.github.io/moliere/moliere_domgarciedenavarre.xml	https://catalogue.bnf.fr/ark:/12148/cb373022911	
MOLIERE_DOMGARCIEDENAVARRE	1	Burgos	Burgos	Ville	Péninsule Ibérique	Europe	42.34106, -3.70184	http://www.geonames.org/3127461		Molière	Don Garcie de Navarre	Comédie	1661	60	1682	80	http://dramacode.github.io/moliere/moliere_domgarciedenavarre.xml	https://catalogue.bnf.fr/ark:/12148/cb373022911	
																			
MOLIERE_MISANTHROPE	4	Paris	Paris	Ville	France	Europe	48.85341, 2.3488	http://www.geonames.org/2988507		Molière	Le Misanthrope	Comédie	1667	60	1667	60	http://dramacode.github.io/moliere/moliere_misanthrope.xml	catalogue.bnf.fr/ark:/12148/cb30958766r	http://gallica.bnf.fr/ark:/12148/btv1b8610797j
MOLIERE_MISANTHROPE	1	Louvre	Louvre	Lieu	France	Europe	48.86102, 2.33587	http://www.geonames.org/2997319		Molière	Le Misanthrope	Comédie	1667	60	1667	60	http://dramacode.github.io/moliere/moliere_misanthrope.xml	catalogue.bnf.fr/ark:/12148/cb30958766r	http://gallica.bnf.fr/ark:/12148/btv1b8610797j
																			
MOLIERE_TARTUFFE	1	Babylone	Babylon	Ville	Orient	Asie	32.5387834636, 44.4236176449	https://pleiades.stoa.org/places/893951		Molière	Tartuffe, ou l’Imposteur	Comédie	1664	60	1669	60	http://dramacode.github.io/moliere/moliere_tartuffe.xml	https://catalogue.bnf.fr/ark:/12148/cb30958943n	http://gallica.bnf.fr/ark:/12148/btv1b8610800k
MOLIERE_TARTUFFE	1	Normandie	Normandy	Région	France	Europe	49.19906, 0.49988	http://www.geonames.org/11071621		Molière	Tartuffe, ou l’Imposteur	Comédie	1664	60	1669	60	http://dramacode.github.io/moliere/moliere_tartuffe.xml	https://catalogue.bnf.fr/ark:/12148/cb30958943n	http://gallica.bnf.fr/ark:/12148/btv1b8610800k
																			
RACINE_BERENICE	2	Palestine	Palestine	Pays	Levant	Asie	31.25, 34.75	https://pleiades.stoa.org/places/687995		Racine, Jean	Bérénice	Tragédie	1670	70	1671	70	http://dramacode.github.io/tcp5/racine_berenice.xml	https://gallica.bnf.fr/ark:/12148/bpt6k70159b	https://catalogue.bnf.fr/ark:/12148/cb311691382
RACINE_BERENICE	2	Ostie	Ostia	Ville	Italie	Europe	41.754855, 12.287656	https://pleiades.stoa.org/places/422995		Racine, Jean	Bérénice	Tragédie	1670	70	1671	70	http://dramacode.github.io/tcp5/racine_berenice.xml	https://gallica.bnf.fr/ark:/12148/bpt6k70159b	https://catalogue.bnf.fr/ark:/12148/cb311691382
RACINE_BERENICE	4	Comagène	Commagene	Région	Anatolie	Asie	36.526222, 37.9555335	https://pleiades.stoa.org/places/658443		Racine, Jean	Bérénice	Tragédie	1670	70	1671	70	http://dramacode.github.io/tcp5/racine_berenice.xml	https://gallica.bnf.fr/ark:/12148/bpt6k70159b	https://catalogue.bnf.fr/ark:/12148/cb311691382
RACINE_BERENICE	52	Rome	Roma	Ville	Italie	Europe	41.891775, 12.486137	https://pleiades.stoa.org/places/423025		Racine, Jean	Bérénice	Tragédie	1670	70	1671	70	http://dramacode.github.io/tcp5/racine_berenice.xml	https://gallica.bnf.fr/ark:/12148/bpt6k70159b	https://catalogue.bnf.fr/ark:/12148/cb311691382
RACINE_BERENICE	3	Judée	Judea	Région	Levant	Asie	31.928333, 35.238333	https://pleiades.stoa.org/places/687934		Racine, Jean	Bérénice	Tragédie	1670	70	1671	70	http://dramacode.github.io/tcp5/racine_berenice.xml	https://gallica.bnf.fr/ark:/12148/bpt6k70159b	https://catalogue.bnf.fr/ark:/12148/cb311691382
RACINE_BERENICE	3	Euphrate	Euphrates	Fleuve	Orient	Asie	34.606583632, 41.3596819651	https://pleiades.stoa.org/places/912849		Racine, Jean	Bérénice	Tragédie	1670	70	1671	70	http://dramacode.github.io/tcp5/racine_berenice.xml	https://gallica.bnf.fr/ark:/12148/bpt6k70159b	https://catalogue.bnf.fr/ark:/12148/cb311691382
RACINE_BERENICE	1	Arabie	Arabia	Région	Orient	Asie	27.5, 42.5	https://pleiades.stoa.org/places/29475		Racine, Jean	Bérénice	Tragédie	1670	70	1671	70	http://dramacode.github.io/tcp5/racine_berenice.xml	https://gallica.bnf.fr/ark:/12148/bpt6k70159b	https://catalogue.bnf.fr/ark:/12148/cb311691382
RACINE_BERENICE	1	Syrie	Syria	Pays	Levant	Asie	37.5, 37.5	https://pleiades.stoa.org/places/981550		Racine, Jean	Bérénice	Tragédie	1670	70	1671	70	http://dramacode.github.io/tcp5/racine_berenice.xml	https://gallica.bnf.fr/ark:/12148/bpt6k70159b	https://catalogue.bnf.fr/ark:/12148/cb311691382
RACINE_BERENICE	1	Italie	Italy	Pays	Italie	Europe	42.83333, 12.83333	http://www.geonames.org/3175395		Racine, Jean	Bérénice	Tragédie	1670	70	1671	70	http://dramacode.github.io/tcp5/racine_berenice.xml	https://gallica.bnf.fr/ark:/12148/bpt6k70159b	https://catalogue.bnf.fr/ark:/12148/cb311691382
RACINE_BERENICE	1	Capitole	Capitoline Hill	Lieu	Italie	Europe	41.8925778, 12.4822154	https://pleiades.stoa.org/places/347036492		Racine, Jean	Bérénice	Tragédie	1670	70	1671	70	http://dramacode.github.io/tcp5/racine_berenice.xml	https://gallica.bnf.fr/ark:/12148/bpt6k70159b	https://catalogue.bnf.fr/ark:/12148/cb311691382
RACINE_BERENICE	1	Cilicie	Cilicia	Région	Anatolie	Asie	36.25, 33.25	https://pleiades.stoa.org/places/658440		Racine, Jean	Bérénice	Tragédie	1670	70	1671	70	http://dramacode.github.io/tcp5/racine_berenice.xml	https://gallica.bnf.fr/ark:/12148/bpt6k70159b	https://catalogue.bnf.fr/ark:/12148/cb311691382
																			
RACINE_ESTHER	1	Rhin	Rhine	Fleuve	Allemagne	Europe	51.97198, 5.91545	http://www.geonames.org/2748179		Racine, Jean	Esther	Tragédie	1689	80	1689	80	http://dramacode.github.io/tcp5/racine_esther.xml	https://catalogue.bnf.fr/ark:/12148/cb31169205c	http://gallica.bnf.fr/ark:/12148/bpt6k704146
RACINE_ESTHER	11	Sion	Jerusalem	Ville	Levant	Asie	31.776679, 35.234156	https://pleiades.stoa.org/places/687928		Racine, Jean	Esther	Tragédie	1689	80	1689	80	http://dramacode.github.io/tcp5/racine_esther.xml	https://catalogue.bnf.fr/ark:/12148/cb31169205c	http://gallica.bnf.fr/ark:/12148/bpt6k704146
RACINE_ESTHER	5	Suse	Susa	Ville	Orient	Asie	32.1887935, 48.2537285	https://pleiades.stoa.org/places/912936		Racine, Jean	Esther	Tragédie	1689	80	1689	80	http://dramacode.github.io/tcp5/racine_esther.xml	https://catalogue.bnf.fr/ark:/12148/cb31169205c	http://gallica.bnf.fr/ark:/12148/bpt6k704146
RACINE_ESTHER	1	Inde	India	Pays	Extrême-Orient	Asie	22.5, 77.5	https://pleiades.stoa.org/places/50004		Racine, Jean	Esther	Tragédie	1689	80	1689	80	http://dramacode.github.io/tcp5/racine_esther.xml	https://catalogue.bnf.fr/ark:/12148/cb31169205c	http://gallica.bnf.fr/ark:/12148/bpt6k704146
RACINE_ESTHER	2	Hellespont	Hellespont	Mer	Grèce	Europe	40.2, 26.4	https://pleiades.stoa.org/places/501434		Racine, Jean	Esther	Tragédie	1689	80	1689	80	http://dramacode.github.io/tcp5/racine_esther.xml	https://catalogue.bnf.fr/ark:/12148/cb31169205c	http://gallica.bnf.fr/ark:/12148/bpt6k704146
RACINE_ESTHER	1	Égypte	Egypt	Pays	Afrique	Afrique	27, 30	http://www.geonames.org/357994		Racine, Jean	Esther	Tragédie	1689	80	1689	80	http://dramacode.github.io/tcp5/racine_esther.xml	https://catalogue.bnf.fr/ark:/12148/cb31169205c	http://gallica.bnf.fr/ark:/12148/bpt6k704146
RACINE_ESTHER	1	Jérusalem	Jerusalem	Ville	Levant	Asie	31.776679, 35.234156	https://pleiades.stoa.org/places/687928		Racine, Jean	Esther	Tragédie	1689	80	1689	80	http://dramacode.github.io/tcp5/racine_esther.xml	https://catalogue.bnf.fr/ark:/12148/cb31169205c	http://gallica.bnf.fr/ark:/12148/bpt6k704146
RACINE_ESTHER	3	Jourdain	Jordan river	Fleuve	Levant	Asie	33.1864496, 35.6191595	https://pleiades.stoa.org/places/687932		Racine, Jean	Esther	Tragédie	1689	80	1689	80	http://dramacode.github.io/tcp5/racine_esther.xml	https://catalogue.bnf.fr/ark:/12148/cb31169205c	http://gallica.bnf.fr/ark:/12148/bpt6k704146
RACINE_ESTHER	1	Asie	Asia	Continent		Asie	29.84064, 89.29688	http://www.geonames.org/6255147		Racine, Jean	Esther	Tragédie	1689	80	1689	80	http://dramacode.github.io/tcp5/racine_esther.xml	https://catalogue.bnf.fr/ark:/12148/cb31169205c	http://gallica.bnf.fr/ark:/12148/bpt6k704146
RACINE_ESTHER	1	Chaldée	Chaldea	Région	Anatolie	Asie	40.5, 39.5	https://pleiades.stoa.org/places/857082		Racine, Jean	Esther	Tragédie	1689	80	1689	80	http://dramacode.github.io/tcp5/racine_esther.xml	https://catalogue.bnf.fr/ark:/12148/cb31169205c	http://gallica.bnf.fr/ark:/12148/bpt6k704146
RACINE_ESTHER	2	Perse	Persia	Pays	Orient	Asie	32, 53	http://www.geonames.org/130758		Racine, Jean	Esther	Tragédie	1689	80	1689	80	http://dramacode.github.io/tcp5/racine_esther.xml	https://catalogue.bnf.fr/ark:/12148/cb31169205c	http://gallica.bnf.fr/ark:/12148/bpt6k704146
RACINE_ESTHER	1	Euphrate	Euphrates	Fleuve	Orient	Asie	34.606583632, 41.3596819651	https://pleiades.stoa.org/places/912849		Racine, Jean	Esther	Tragédie	1689	80	1689	80	http://dramacode.github.io/tcp5/racine_esther.xml	https://catalogue.bnf.fr/ark:/12148/cb31169205c	http://gallica.bnf.fr/ark:/12148/bpt6k704146
RACINE_ESTHER	1	Babylone	Babylon	Ville	Orient	Asie	32.5387834636, 44.4236176449	https://pleiades.stoa.org/places/893951		Racine, Jean	Esther	Tragédie	1689	80	1689	80	http://dramacode.github.io/tcp5/racine_esther.xml	https://catalogue.bnf.fr/ark:/12148/cb31169205c	http://gallica.bnf.fr/ark:/12148/bpt6k704146
RACINE_ESTHER	1	Liban	Lebanon	Pays	Levant	Asie	33.83333, 35.83333	http://www.geonames.org/272103		Racine, Jean	Esther	Tragédie	1689	80	1689	80	http://dramacode.github.io/tcp5/racine_esther.xml	https://catalogue.bnf.fr/ark:/12148/cb31169205c	http://gallica.bnf.fr/ark:/12148/bpt6k704146
																			
RACINE_IPHIGENIE	20	Troie	Troy	Ville	Anatolie	Asie	39.9574327844, 26.2384586227	https://pleiades.stoa.org/places/550595		Racine, Jean	Iphigénie	Tragédie	1674	70	1674	70	http://dramacode.github.io/tcp5/racine_iphigenie.xml	https://catalogue.bnf.fr/ark:/12148/cb31169276w	https://gallica.bnf.fr/ark:/12148/bpt6k70413v
RACINE_IPHIGENIE	5	Ilion	Troy	Ville	Anatolie	Asie	39.9574327844, 26.2384586227	https://pleiades.stoa.org/places/550595		Racine, Jean	Iphigénie	Tragédie	1674	70	1674	70	http://dramacode.github.io/tcp5/racine_iphigenie.xml	https://catalogue.bnf.fr/ark:/12148/cb31169276w	https://gallica.bnf.fr/ark:/12148/bpt6k70413v
RACINE_IPHIGENIE	5	Asie	Asia	Continent		Asie	29.84064, 89.29688	http://www.geonames.org/6255147		Racine, Jean	Iphigénie	Tragédie	1674	70	1674	70	http://dramacode.github.io/tcp5/racine_iphigenie.xml	https://catalogue.bnf.fr/ark:/12148/cb31169276w	https://gallica.bnf.fr/ark:/12148/bpt6k70413v
RACINE_IPHIGENIE	13	Grèce	Greece	Pays	Grèce	Europe	39, 22	http://www.geonames.org/390903		Racine, Jean	Iphigénie	Tragédie	1674	70	1674	70	http://dramacode.github.io/tcp5/racine_iphigenie.xml	https://catalogue.bnf.fr/ark:/12148/cb31169276w	https://gallica.bnf.fr/ark:/12148/bpt6k70413v
RACINE_IPHIGENIE	8	Argos	Argos	Ville	Grèce	Europe	37.631561, 22.719464	https://pleiades.stoa.org/places/570106		Racine, Jean	Iphigénie	Tragédie	1674	70	1674	70	http://dramacode.github.io/tcp5/racine_iphigenie.xml	https://catalogue.bnf.fr/ark:/12148/cb31169276w	https://gallica.bnf.fr/ark:/12148/bpt6k70413v
RACINE_IPHIGENIE	3	Sparte	Sparta	Ville	Grèce	Europe	37.077905, 22.4272985	https://pleiades.stoa.org/places/570685		Racine, Jean	Iphigénie	Tragédie	1674	70	1674	70	http://dramacode.github.io/tcp5/racine_iphigenie.xml	https://catalogue.bnf.fr/ark:/12148/cb31169276w	https://gallica.bnf.fr/ark:/12148/bpt6k70413v
RACINE_IPHIGENIE	6	Mycènes	Mycenae	Ville	Grèce	Europe	37.7300345711, 22.7540710459	https://pleiades.stoa.org/places/570491		Racine, Jean	Iphigénie	Tragédie	1674	70	1674	70	http://dramacode.github.io/tcp5/racine_iphigenie.xml	https://catalogue.bnf.fr/ark:/12148/cb31169276w	https://gallica.bnf.fr/ark:/12148/bpt6k70413v
RACINE_IPHIGENIE	11	Lesbos	Lesbos	Île	Grèce	Europe	39.2074811, 26.1342123	https://pleiades.stoa.org/places/550696		Racine, Jean	Iphigénie	Tragédie	1674	70	1674	70	http://dramacode.github.io/tcp5/racine_iphigenie.xml	https://catalogue.bnf.fr/ark:/12148/cb31169276w	https://gallica.bnf.fr/ark:/12148/bpt6k70413v
RACINE_IPHIGENIE	2	Thessalie	Thessalia/Thessaly	Région	Grèce	Europe	37.5, 22.5	https://pleiades.stoa.org/places/991374		Racine, Jean	Iphigénie	Tragédie	1674	70	1674	70	http://dramacode.github.io/tcp5/racine_iphigenie.xml	https://catalogue.bnf.fr/ark:/12148/cb31169276w	https://gallica.bnf.fr/ark:/12148/bpt6k70413v
RACINE_IPHIGENIE	1	mer Égée	Aegean Sea	Mer	Grèce	Europe	37.4126570185, 25.8014773544	https://pleiades.stoa.org/places/560221		Racine, Jean	Iphigénie	Tragédie	1674	70	1674	70	http://dramacode.github.io/tcp5/racine_iphigenie.xml	https://catalogue.bnf.fr/ark:/12148/cb31169276w	https://gallica.bnf.fr/ark:/12148/bpt6k70413v
RACINE_IPHIGENIE	1	Hellespont	Hellespont	Mer	Grèce	Europe	40.2, 26.4	https://pleiades.stoa.org/places/501434		Racine, Jean	Iphigénie	Tragédie	1674	70	1674	70	http://dramacode.github.io/tcp5/racine_iphigenie.xml	https://catalogue.bnf.fr/ark:/12148/cb31169276w	https://gallica.bnf.fr/ark:/12148/bpt6k70413v
RACINE_IPHIGENIE	1	Europe	Europa	Continent		Europe	48.69096, 9.14062	http://www.geonames.org/6255148		Racine, Jean	Iphigénie	Tragédie	1674	70	1674	70	http://dramacode.github.io/tcp5/racine_iphigenie.xml	https://catalogue.bnf.fr/ark:/12148/cb31169276w	https://gallica.bnf.fr/ark:/12148/bpt6k70413v
																			
RACINE_PHEDRE	1	Corinthe	Corinth	Ville	Grèce	Europe	37.8980016198, 22.8999795422	https://pleiades.stoa.org/places/570182		Racine, Jean	Phèdre	Tragédie	1677	70	1677	70	http://dramacode.github.io/tcp5/racine_phedre.xml	https://catalogue.bnf.fr/ark:/12148/cb31169345w	https://gallica.bnf.fr/ark:/12148/btv1b8610817v
RACINE_PHEDRE	2	Achéron	Acheron	Fleuve	Grèce	Europe	39.2348296, 20.4831346	https://pleiades.stoa.org/places/530769		Racine, Jean	Phèdre	Tragédie	1677	70	1677	70	http://dramacode.github.io/tcp5/racine_phedre.xml	https://catalogue.bnf.fr/ark:/12148/cb31169345w	https://gallica.bnf.fr/ark:/12148/btv1b8610817v
RACINE_PHEDRE	1	Élide	Elis	Région	Grèce	Europe	37.75, 21.25	https://pleiades.stoa.org/places/570221		Racine, Jean	Phèdre	Tragédie	1677	70	1677	70	http://dramacode.github.io/tcp5/racine_phedre.xml	https://catalogue.bnf.fr/ark:/12148/cb31169345w	https://gallica.bnf.fr/ark:/12148/btv1b8610817v
RACINE_PHEDRE	1	Ténare	Cape Matapan	Cap	Grèce	Europe	36.5306726123, 22.5982376992	https://pleiades.stoa.org/places/570703		Racine, Jean	Phèdre	Tragédie	1677	70	1677	70	http://dramacode.github.io/tcp5/racine_phedre.xml	https://catalogue.bnf.fr/ark:/12148/cb31169345w	https://gallica.bnf.fr/ark:/12148/btv1b8610817v
RACINE_PHEDRE	13	Athènes	Athens	Ville	Grèce	Europe	37.9728191495, 23.7237438519	https://pleiades.stoa.org/places/579885		Racine, Jean	Phèdre	Tragédie	1677	70	1677	70	http://dramacode.github.io/tcp5/racine_phedre.xml	https://catalogue.bnf.fr/ark:/12148/cb31169345w	https://gallica.bnf.fr/ark:/12148/btv1b8610817v
RACINE_PHEDRE	1	Épidaure	Epidaurus	Ville	Grèce	Europe	37.6334625, 23.16015635	https://pleiades.stoa.org/places/570228		Racine, Jean	Phèdre	Tragédie	1677	70	1677	70	http://dramacode.github.io/tcp5/racine_phedre.xml	https://catalogue.bnf.fr/ark:/12148/cb31169345w	https://gallica.bnf.fr/ark:/12148/btv1b8610817v
RACINE_PHEDRE	4	Crète	Creta	Pays	Grèce	Europe	35.0627201667, 24.9469437222	https://pleiades.stoa.org/places/981517		Racine, Jean	Phèdre	Tragédie	1677	70	1677	70	http://dramacode.github.io/tcp5/racine_phedre.xml	https://catalogue.bnf.fr/ark:/12148/cb31169345w	https://gallica.bnf.fr/ark:/12148/btv1b8610817v
