piece,occurrence,traduction_anglaise,type,zone_geographique,continent,lat,lng,auteur_2,titre,genre,representation,decennie,publication,decennie2,column2,column3,column4
SCUDERY_MORTDECESAR,Pharsale,Farsala,Ville,Grèce,Europe,39.30915475,22.3563245,Georges de Scudéry,La Mort de César,Tragédie,1636,30,1637,30,http://dramacode.github.io/tcp5/scudery_mortdecesar.xml,https://catalogue.bnf.fr/ark:/12148/cb313417528,https://gallica.bnf.fr/ark:/12148/bpt6k71623z
SCUDERY_MORTDECESAR,Italie,Italy,Pays,Italie,Europe,42.83333,12.83333,Georges de Scudéry,La Mort de César,Tragédie,1636,30,1637,30,http://dramacode.github.io/tcp5/scudery_mortdecesar.xml,https://catalogue.bnf.fr/ark:/12148/cb313417528,https://gallica.bnf.fr/ark:/12148/bpt6k71623z
SCUDERY_MORTDECESAR,Hircanie,Hyrcania,Région,Orient,Asie,37.1,56.3,Georges de Scudéry,La Mort de César,Tragédie,1636,30,1637,30,http://dramacode.github.io/tcp5/scudery_mortdecesar.xml,https://catalogue.bnf.fr/ark:/12148/cb313417528,https://gallica.bnf.fr/ark:/12148/bpt6k71623z
SCUDERY_MORTDECESAR,Capitole,Capitoline Hill,Lieu,Italie,Europe,41.8925778,12.4822154,Georges de Scudéry,La Mort de César,Tragédie,1636,30,1637,30,http://dramacode.github.io/tcp5/scudery_mortdecesar.xml,https://catalogue.bnf.fr/ark:/12148/cb313417528,https://gallica.bnf.fr/ark:/12148/bpt6k71623z
SCUDERY_MORTDECESAR,Tage,Tagus,Fleuve,Péninsule Ibérique,Europe,38.6764,-9.27933,Georges de Scudéry,La Mort de César,Tragédie,1636,30,1637,30,http://dramacode.github.io/tcp5/scudery_mortdecesar.xml,https://catalogue.bnf.fr/ark:/12148/cb313417528,https://gallica.bnf.fr/ark:/12148/bpt6k71623z
SCUDERY_MORTDECESAR,Ostie,Ostia,Ville,Italie,Europe,41.754855,12.287656,Georges de Scudéry,La Mort de César,Tragédie,1636,30,1637,30,http://dramacode.github.io/tcp5/scudery_mortdecesar.xml,https://catalogue.bnf.fr/ark:/12148/cb313417528,https://gallica.bnf.fr/ark:/12148/bpt6k71623z
SCUDERY_MORTDECESAR,Aventin,Aventine Hill,Lieu,Italie,Europe,41.883333,12.483333,Georges de Scudéry,La Mort de César,Tragédie,1636,30,1637,30,http://dramacode.github.io/tcp5/scudery_mortdecesar.xml,https://catalogue.bnf.fr/ark:/12148/cb313417528,https://gallica.bnf.fr/ark:/12148/bpt6k71623z
SCUDERY_MORTDECESAR,Scythie,Scythie,Région,Orient,Asie,42.5,27.5,Georges de Scudéry,La Mort de César,Tragédie,1636,30,1637,30,http://dramacode.github.io/tcp5/scudery_mortdecesar.xml,https://catalogue.bnf.fr/ark:/12148/cb313417528,https://gallica.bnf.fr/ark:/12148/bpt6k71623z
SCUDERY_MORTDECESAR,Antium,Anzio,Ville,Italie,Europe,41.44795,12.628995,Georges de Scudéry,La Mort de César,Tragédie,1636,30,1637,30,http://dramacode.github.io/tcp5/scudery_mortdecesar.xml,https://catalogue.bnf.fr/ark:/12148/cb313417528,https://gallica.bnf.fr/ark:/12148/bpt6k71623z
SCUDERY_MORTDECESAR,Libye,Libya,Pays,Afrique,Afrique,28.9188417513,22.0840920328,Georges de Scudéry,La Mort de César,Tragédie,1636,30,1637,30,http://dramacode.github.io/tcp5/scudery_mortdecesar.xml,https://catalogue.bnf.fr/ark:/12148/cb313417528,https://gallica.bnf.fr/ark:/12148/bpt6k71623z
SCUDERY_MORTDECESAR,Arabie,Arabia,Région,Orient,Asie,27.5,42.5,Georges de Scudéry,La Mort de César,Tragédie,1636,30,1637,30,http://dramacode.github.io/tcp5/scudery_mortdecesar.xml,https://catalogue.bnf.fr/ark:/12148/cb313417528,https://gallica.bnf.fr/ark:/12148/bpt6k71623z
SCUDERY_MORTDECESAR,Afrique,Africa,Continent,,Afrique,32.5,7.5,Georges de Scudéry,La Mort de César,Tragédie,1636,30,1637,30,http://dramacode.github.io/tcp5/scudery_mortdecesar.xml,https://catalogue.bnf.fr/ark:/12148/cb313417528,https://gallica.bnf.fr/ark:/12148/bpt6k71623z
SCUDERY_MORTDECESAR,Grande-Bretagne,Great-Britain,Pays,Grande-Bretagne,Europe,54.75844,-2.69531,Georges de Scudéry,La Mort de César,Tragédie,1636,30,1637,30,http://dramacode.github.io/tcp5/scudery_mortdecesar.xml,https://catalogue.bnf.fr/ark:/12148/cb313417528,https://gallica.bnf.fr/ark:/12148/bpt6k71623z
SCUDERY_MORTDECESAR,Espagne,Spain,Pays,Péninsule Ibérique,Europe,40,-4,Georges de Scudéry,La Mort de César,Tragédie,1636,30,1637,30,http://dramacode.github.io/tcp5/scudery_mortdecesar.xml,https://catalogue.bnf.fr/ark:/12148/cb313417528,https://gallica.bnf.fr/ark:/12148/bpt6k71623z
SCUDERY_MORTDECESAR,Grèce,Greece,Pays,Grèce,Europe,39,22,Georges de Scudéry,La Mort de César,Tragédie,1636,30,1637,30,http://dramacode.github.io/tcp5/scudery_mortdecesar.xml,https://catalogue.bnf.fr/ark:/12148/cb313417528,https://gallica.bnf.fr/ark:/12148/bpt6k71623z
SCUDERY_MORTDECESAR,Égypte,Egypt,Pays,Afrique,Afrique,27,30,Georges de Scudéry,La Mort de César,Tragédie,1636,30,1637,30,http://dramacode.github.io/tcp5/scudery_mortdecesar.xml,https://catalogue.bnf.fr/ark:/12148/cb313417528,https://gallica.bnf.fr/ark:/12148/bpt6k71623z
SCUDERY_MORTDECESAR,Germanie,Germania,Pays,Allemagne,Europe,52.5,7.5,Georges de Scudéry,La Mort de César,Tragédie,1636,30,1637,30,http://dramacode.github.io/tcp5/scudery_mortdecesar.xml,https://catalogue.bnf.fr/ark:/12148/cb313417528,https://gallica.bnf.fr/ark:/12148/bpt6k71623z
SCUDERY_ORANTE,Pise,Pisa,Ville,Italie,Europe,43.70853,10.4036,Georges de Scudéry,Orante,Tragi-comédie,,,1636,30,http://dramacode.github.io/bibdramatique/scudery_orante.xml,https://catalogue.bnf.fr/ark:/12148/cb360398455,https://catalogue.bnf.fr/ark:/12148/cb360398455
SCUDERY_ORANTE,Naples,Naples,Ville,Italie,Europe,40.85216,14.26811,Georges de Scudéry,Orante,Tragi-comédie,,,1636,30,http://dramacode.github.io/bibdramatique/scudery_orante.xml,https://catalogue.bnf.fr/ark:/12148/cb360398455,https://catalogue.bnf.fr/ark:/12148/cb360398455
SCUDERY_ORANTE,Florence,Florence,Ville,Italie,Europe,43.77925,11.24626,Georges de Scudéry,Orante,Tragi-comédie,,,1636,30,http://dramacode.github.io/bibdramatique/scudery_orante.xml,https://catalogue.bnf.fr/ark:/12148/cb360398455,https://catalogue.bnf.fr/ark:/12148/cb360398455
SCUDERY_ORANTE,Gange,Ganges,Fleuve,Extrême-Orient,Asie,23.36667,90.53333,Georges de Scudéry,Orante,Tragi-comédie,,,1636,30,http://dramacode.github.io/bibdramatique/scudery_orante.xml,https://catalogue.bnf.fr/ark:/12148/cb360398455,https://catalogue.bnf.fr/ark:/12148/cb360398455
SCUDERY_ORANTE,Osse,Ossa,Montagne,Grèce,Europe,39.7957751,22.6851958,Georges de Scudéry,Orante,Tragi-comédie,,,1636,30,http://dramacode.github.io/bibdramatique/scudery_orante.xml,https://catalogue.bnf.fr/ark:/12148/cb360398455,https://catalogue.bnf.fr/ark:/12148/cb360398455
SCUDERY_ORANTE,Pélion,Pelion,Montagne,Grèce,Europe,39.25,23.25,Georges de Scudéry,Orante,Tragi-comédie,,,1636,30,http://dramacode.github.io/bibdramatique/scudery_orante.xml,https://catalogue.bnf.fr/ark:/12148/cb360398455,https://catalogue.bnf.fr/ark:/12148/cb360398455
SCUDERY_ORANTE,France,France,Pays,France,Europe,46,2,Georges de Scudéry,Orante,Tragi-comédie,,,1636,30,http://dramacode.github.io/bibdramatique/scudery_orante.xml,https://catalogue.bnf.fr/ark:/12148/cb360398455,https://catalogue.bnf.fr/ark:/12148/cb360398455
SCUDERY_ORANTE,Troie,Troy,Ville,Anatolie,Asie,39.9574327844,26.2384586227,Georges de Scudéry,Orante,Tragi-comédie,,,1636,30,http://dramacode.github.io/bibdramatique/scudery_orante.xml,https://catalogue.bnf.fr/ark:/12148/cb360398455,https://catalogue.bnf.fr/ark:/12148/cb360398455
SCUDERY_ORANTE,Pouzzole,Pozzuoli,Ville,Italie,Europe,40.84394,14.0952,Georges de Scudéry,Orante,Tragi-comédie,,,1636,30,http://dramacode.github.io/bibdramatique/scudery_orante.xml,https://catalogue.bnf.fr/ark:/12148/cb360398455,https://catalogue.bnf.fr/ark:/12148/cb360398455
SCUDERY_ORANTE,Italie,Italy,Pays,Italie,Europe,42.83333,12.83333,Georges de Scudéry,Orante,Tragi-comédie,,,1636,30,http://dramacode.github.io/bibdramatique/scudery_orante.xml,https://catalogue.bnf.fr/ark:/12148/cb360398455,https://catalogue.bnf.fr/ark:/12148/cb360398455
SCUDERY_PRINCEDEGUISE,Sicile,Sicily,Région,Italie,Europe,37.75,14.25,Georges de Scudéry,Le Prince déguisé,Tragi-comédie,1635,30,1636,30,http://dramacode.github.io/tcp5/scudery_princedeguise.xml,https://catalogue.bnf.fr/ark:/12148/cb313417570,https://gallica.bnf.fr/ark:/12148/bpt6k5620674c
SCUDERY_PRINCEDEGUISE,Naples,Naples,Ville,Italie,Europe,40.85216,14.26811,Georges de Scudéry,Le Prince déguisé,Tragi-comédie,1635,30,1636,30,http://dramacode.github.io/tcp5/scudery_princedeguise.xml,https://catalogue.bnf.fr/ark:/12148/cb313417570,https://gallica.bnf.fr/ark:/12148/bpt6k5620674c
SCUDERY_PRINCEDEGUISE,Europe,Europa,Continent,,Europe,48.69096,9.14062,Georges de Scudéry,Le Prince déguisé,Tragi-comédie,1635,30,1636,30,http://dramacode.github.io/tcp5/scudery_princedeguise.xml,https://catalogue.bnf.fr/ark:/12148/cb313417570,https://gallica.bnf.fr/ark:/12148/bpt6k5620674c
SCUDERY_PRINCEDEGUISE,Messine,Messina,Ville,Italie,Europe,38.19394,15.55256,Georges de Scudéry,Le Prince déguisé,Tragi-comédie,1635,30,1636,30,http://dramacode.github.io/tcp5/scudery_princedeguise.xml,https://catalogue.bnf.fr/ark:/12148/cb313417570,https://gallica.bnf.fr/ark:/12148/bpt6k5620674c
SCUDERY_PRINCEDEGUISE,Etna,Etna,Montagne,Italie,Europe,37.75029,14.99466,Georges de Scudéry,Le Prince déguisé,Tragi-comédie,1635,30,1636,30,http://dramacode.github.io/tcp5/scudery_princedeguise.xml,https://catalogue.bnf.fr/ark:/12148/cb313417570,https://gallica.bnf.fr/ark:/12148/bpt6k5620674c
SCUDERY_PRINCEDEGUISE,Vésuve,Mount Vesuvius,Montagne,Italie,Europe,40.82293,14.42874,Georges de Scudéry,Le Prince déguisé,Tragi-comédie,1635,30,1636,30,http://dramacode.github.io/tcp5/scudery_princedeguise.xml,https://catalogue.bnf.fr/ark:/12148/cb313417570,https://gallica.bnf.fr/ark:/12148/bpt6k5620674c
SCUDERY_PRINCEDEGUISE,Palerme,Palermo,Ville,Italie,Europe,38.13205,13.33561,Georges de Scudéry,Le Prince déguisé,Tragi-comédie,1635,30,1636,30,http://dramacode.github.io/tcp5/scudery_princedeguise.xml,https://catalogue.bnf.fr/ark:/12148/cb313417570,https://gallica.bnf.fr/ark:/12148/bpt6k5620674c
SCUDERY_PRINCEDEGUISE,Grèce,Greece,Pays,Grèce,Europe,39,22,Georges de Scudéry,Le Prince déguisé,Tragi-comédie,1635,30,1636,30,http://dramacode.github.io/tcp5/scudery_princedeguise.xml,https://catalogue.bnf.fr/ark:/12148/cb313417570,https://gallica.bnf.fr/ark:/12148/bpt6k5620674c
SCUDERY_PRINCEDEGUISE,Italie,Italy,Pays,Italie,Europe,42.83333,12.83333,Georges de Scudéry,Le Prince déguisé,Tragi-comédie,1635,30,1636,30,http://dramacode.github.io/tcp5/scudery_princedeguise.xml,https://catalogue.bnf.fr/ark:/12148/cb313417570,https://gallica.bnf.fr/ark:/12148/bpt6k5620674c
SCUDERY_PRINCEDEGUISE,Gaule,Gaul,Pays,France,Europe,45.57717715,2.49095881905,Georges de Scudéry,Le Prince déguisé,Tragi-comédie,1635,30,1636,30,http://dramacode.github.io/tcp5/scudery_princedeguise.xml,https://catalogue.bnf.fr/ark:/12148/cb313417570,https://gallica.bnf.fr/ark:/12148/bpt6k5620674c
SCUDERY_PRINCEDEGUISE,Averne,Avernus,Lac,Italie,Europe,40.838333,14075,Georges de Scudéry,Le Prince déguisé,Tragi-comédie,1635,30,1636,30,http://dramacode.github.io/tcp5/scudery_princedeguise.xml,https://catalogue.bnf.fr/ark:/12148/cb313417570,https://gallica.bnf.fr/ark:/12148/bpt6k5620674c
SCUDERY_VASSALGENEREUX,Gaule armorique,Brittany,Région,France,Europe,48.5,-3.5,Georges de Scudéry,Le Vassal généreux,Tragi-comédie,,,1636,30,http://dramacode.github.io/bibdramatique/scudery_vassalgenereux.xml,https://catalogue.bnf.fr/ark:/12148/cb31341762k,
SCUDERY_VASSALGENEREUX,Reims,Reims,Ville,France,Europe,49.25,4.03333,Georges de Scudéry,Le Vassal généreux,Tragi-comédie,,,1636,30,http://dramacode.github.io/bibdramatique/scudery_vassalgenereux.xml,https://catalogue.bnf.fr/ark:/12148/cb31341762k,
SCUDERY_VASSALGENEREUX,Paris,Paris,Ville,France,Europe,48.85341,2.3488,Georges de Scudéry,Le Vassal généreux,Tragi-comédie,,,1636,30,http://dramacode.github.io/bibdramatique/scudery_vassalgenereux.xml,https://catalogue.bnf.fr/ark:/12148/cb31341762k,
SCUDERY_VASSALGENEREUX,France,France,Pays,France,Europe,46,2,Georges de Scudéry,Le Vassal généreux,Tragi-comédie,,,1636,30,http://dramacode.github.io/bibdramatique/scudery_vassalgenereux.xml,https://catalogue.bnf.fr/ark:/12148/cb31341762k,
SCUDERY_VASSALGENEREUX,Gaules,Gaul,Pays,France,Europe,45.57717715,2.49095881905,Georges de Scudéry,Le Vassal généreux,Tragi-comédie,,,1636,30,http://dramacode.github.io/bibdramatique/scudery_vassalgenereux.xml,https://catalogue.bnf.fr/ark:/12148/cb31341762k,
SCUDERY_MORTDECESAR,Tibre,Tiber,Fleuve,Italie,Europe,41.74032,12.23371,Georges de Scudéry,La Mort de César,Tragédie,1636,30,1637,30,http://dramacode.github.io/tcp5/scudery_mortdecesar.xml,https://catalogue.bnf.fr/ark:/12148/cb313417528,https://gallica.bnf.fr/ark:/12148/bpt6k71623z
RACINE_BERENICE,Palestine,Palestine,Pays,Levant,Asie,31.25,34.75,Jean Racine,Bérénice,Tragédie,1670,70,1671,70,http://dramacode.github.io/tcp5/racine_berenice.xml,https://gallica.bnf.fr/ark:/12148/bpt6k70159b,https://catalogue.bnf.fr/ark:/12148/cb311691382
RACINE_BERENICE,Ostie,Ostia,Ville,Italie,Europe,41.754855,12.287656,Jean Racine,Bérénice,Tragédie,1670,70,1671,70,http://dramacode.github.io/tcp5/racine_berenice.xml,https://gallica.bnf.fr/ark:/12148/bpt6k70159b,https://catalogue.bnf.fr/ark:/12148/cb311691382
RACINE_BERENICE,Comagène,Commagene,Région,Anatolie,Asie,36.526222,37.9555335,Jean Racine,Bérénice,Tragédie,1670,70,1671,70,http://dramacode.github.io/tcp5/racine_berenice.xml,https://gallica.bnf.fr/ark:/12148/bpt6k70159b,https://catalogue.bnf.fr/ark:/12148/cb311691382
RACINE_BERENICE,Rome,Roma,Ville,Italie,Europe,41.891775,12.486137,Jean Racine,Bérénice,Tragédie,1670,70,1671,70,http://dramacode.github.io/tcp5/racine_berenice.xml,https://gallica.bnf.fr/ark:/12148/bpt6k70159b,https://catalogue.bnf.fr/ark:/12148/cb311691382
RACINE_BERENICE,Judée,Judea,Région,Levant,Asie,31.928333,35.238333,Jean Racine,Bérénice,Tragédie,1670,70,1671,70,http://dramacode.github.io/tcp5/racine_berenice.xml,https://gallica.bnf.fr/ark:/12148/bpt6k70159b,https://catalogue.bnf.fr/ark:/12148/cb311691382
RACINE_BERENICE,Euphrate,Euphrates,Fleuve,Orient,Asie,34.606583632,41.3596819651,Jean Racine,Bérénice,Tragédie,1670,70,1671,70,http://dramacode.github.io/tcp5/racine_berenice.xml,https://gallica.bnf.fr/ark:/12148/bpt6k70159b,https://catalogue.bnf.fr/ark:/12148/cb311691382
RACINE_BERENICE,Arabie,Arabia,Région,Orient,Asie,27.5,42.5,Jean Racine,Bérénice,Tragédie,1670,70,1671,70,http://dramacode.github.io/tcp5/racine_berenice.xml,https://gallica.bnf.fr/ark:/12148/bpt6k70159b,https://catalogue.bnf.fr/ark:/12148/cb311691382
RACINE_BERENICE,Syrie,Syria,Pays,Levant,Asie,37.5,37.5,Jean Racine,Bérénice,Tragédie,1670,70,1671,70,http://dramacode.github.io/tcp5/racine_berenice.xml,https://gallica.bnf.fr/ark:/12148/bpt6k70159b,https://catalogue.bnf.fr/ark:/12148/cb311691382
RACINE_BERENICE,Italie,Italy,Pays,Italie,Europe,42.83333,12.83333,Jean Racine,Bérénice,Tragédie,1670,70,1671,70,http://dramacode.github.io/tcp5/racine_berenice.xml,https://gallica.bnf.fr/ark:/12148/bpt6k70159b,https://catalogue.bnf.fr/ark:/12148/cb311691382
RACINE_BERENICE,Capitole,Capitoline Hill,Lieu,Italie,Europe,41.8925778,12.4822154,Jean Racine,Bérénice,Tragédie,1670,70,1671,70,http://dramacode.github.io/tcp5/racine_berenice.xml,https://gallica.bnf.fr/ark:/12148/bpt6k70159b,https://catalogue.bnf.fr/ark:/12148/cb311691382
RACINE_BERENICE,Cilicie,Cilicia,Région,Anatolie,Asie,36.25,33.25,Jean Racine,Bérénice,Tragédie,1670,70,1671,70,http://dramacode.github.io/tcp5/racine_berenice.xml,https://gallica.bnf.fr/ark:/12148/bpt6k70159b,https://catalogue.bnf.fr/ark:/12148/cb311691382
RACINE_ESTHER,Rhin,Rhine,Fleuve,Allemagne,Europe,51.97198,5.91545,Jean Racine,Esther,Tragédie,1689,80,1689,80,http://dramacode.github.io/tcp5/racine_esther.xml,https://catalogue.bnf.fr/ark:/12148/cb31169205c,http://gallica.bnf.fr/ark:/12148/bpt6k704146
