piece,occurrence,traduction_anglaise,type,zone_geographique,continent,lat,lng,auteur_2,titre,genre,representation,decennie,publication,decennie2,column2,column3,column4
RACINE_ESTHER,Sion,Jerusalem,Ville,Levant,Asie,31.776679,35.234156,Jean Racine,Esther,Tragédie,1689,80,1689,80,http://dramacode.github.io/tcp5/racine_esther.xml,https://catalogue.bnf.fr/ark:/12148/cb31169205c,http://gallica.bnf.fr/ark:/12148/bpt6k704146
RACINE_ESTHER,Suse,Susa,Ville,Orient,Asie,32.1887935,48.2537285,Jean Racine,Esther,Tragédie,1689,80,1689,80,http://dramacode.github.io/tcp5/racine_esther.xml,https://catalogue.bnf.fr/ark:/12148/cb31169205c,http://gallica.bnf.fr/ark:/12148/bpt6k704146
RACINE_ESTHER,Inde,India,Pays,Extrême-Orient,Asie,22.5,77.5,Jean Racine,Esther,Tragédie,1689,80,1689,80,http://dramacode.github.io/tcp5/racine_esther.xml,https://catalogue.bnf.fr/ark:/12148/cb31169205c,http://gallica.bnf.fr/ark:/12148/bpt6k704146
RACINE_ESTHER,Hellespont,Hellespont,Mer,Grèce,Europe,40.2,26.4,Jean Racine,Esther,Tragédie,1689,80,1689,80,http://dramacode.github.io/tcp5/racine_esther.xml,https://catalogue.bnf.fr/ark:/12148/cb31169205c,http://gallica.bnf.fr/ark:/12148/bpt6k704146
RACINE_ESTHER,Égypte,Egypt,Pays,Afrique,Afrique,27,30,Jean Racine,Esther,Tragédie,1689,80,1689,80,http://dramacode.github.io/tcp5/racine_esther.xml,https://catalogue.bnf.fr/ark:/12148/cb31169205c,http://gallica.bnf.fr/ark:/12148/bpt6k704146
RACINE_ESTHER,Jérusalem,Jerusalem,Ville,Levant,Asie,31.776679,35.234156,Jean Racine,Esther,Tragédie,1689,80,1689,80,http://dramacode.github.io/tcp5/racine_esther.xml,https://catalogue.bnf.fr/ark:/12148/cb31169205c,http://gallica.bnf.fr/ark:/12148/bpt6k704146
RACINE_ESTHER,Jourdain,Jordan river,Fleuve,Levant,Asie,33.1864496,35.6191595,Jean Racine,Esther,Tragédie,1689,80,1689,80,http://dramacode.github.io/tcp5/racine_esther.xml,https://catalogue.bnf.fr/ark:/12148/cb31169205c,http://gallica.bnf.fr/ark:/12148/bpt6k704146
RACINE_ESTHER,Asie,Asia,Continent,,Asie,29.84064,89.29688,Jean Racine,Esther,Tragédie,1689,80,1689,80,http://dramacode.github.io/tcp5/racine_esther.xml,https://catalogue.bnf.fr/ark:/12148/cb31169205c,http://gallica.bnf.fr/ark:/12148/bpt6k704146
RACINE_ESTHER,Chaldée,Chaldea,Région,Anatolie,Asie,40.5,39.5,Jean Racine,Esther,Tragédie,1689,80,1689,80,http://dramacode.github.io/tcp5/racine_esther.xml,https://catalogue.bnf.fr/ark:/12148/cb31169205c,http://gallica.bnf.fr/ark:/12148/bpt6k704146
RACINE_ESTHER,Perse,Persia,Pays,Orient,Asie,32,53,Jean Racine,Esther,Tragédie,1689,80,1689,80,http://dramacode.github.io/tcp5/racine_esther.xml,https://catalogue.bnf.fr/ark:/12148/cb31169205c,http://gallica.bnf.fr/ark:/12148/bpt6k704146
RACINE_ESTHER,Euphrate,Euphrates,Fleuve,Orient,Asie,34.606583632,41.3596819651,Jean Racine,Esther,Tragédie,1689,80,1689,80,http://dramacode.github.io/tcp5/racine_esther.xml,https://catalogue.bnf.fr/ark:/12148/cb31169205c,http://gallica.bnf.fr/ark:/12148/bpt6k704146
RACINE_ESTHER,Babylone,Babylon,Ville,Orient,Asie,32.5387834636,44.4236176449,Jean Racine,Esther,Tragédie,1689,80,1689,80,http://dramacode.github.io/tcp5/racine_esther.xml,https://catalogue.bnf.fr/ark:/12148/cb31169205c,http://gallica.bnf.fr/ark:/12148/bpt6k704146
RACINE_ESTHER,Liban,Lebanon,Pays,Levant,Asie,33.83333,35.83333,Jean Racine,Esther,Tragédie,1689,80,1689,80,http://dramacode.github.io/tcp5/racine_esther.xml,https://catalogue.bnf.fr/ark:/12148/cb31169205c,http://gallica.bnf.fr/ark:/12148/bpt6k704146
RACINE_IPHIGENIE,Troie,Troy,Ville,Anatolie,Asie,39.9574327844,26.2384586227,Jean Racine,Iphigénie,Tragédie,1674,70,1674,70,http://dramacode.github.io/tcp5/racine_iphigenie.xml,https://catalogue.bnf.fr/ark:/12148/cb31169276w,https://gallica.bnf.fr/ark:/12148/bpt6k70413v
RACINE_IPHIGENIE,Ilion,Troy,Ville,Anatolie,Asie,39.9574327844,26.2384586227,Jean Racine,Iphigénie,Tragédie,1674,70,1674,70,http://dramacode.github.io/tcp5/racine_iphigenie.xml,https://catalogue.bnf.fr/ark:/12148/cb31169276w,https://gallica.bnf.fr/ark:/12148/bpt6k70413v
RACINE_IPHIGENIE,Asie,Asia,Continent,,Asie,29.84064,89.29688,Jean Racine,Iphigénie,Tragédie,1674,70,1674,70,http://dramacode.github.io/tcp5/racine_iphigenie.xml,https://catalogue.bnf.fr/ark:/12148/cb31169276w,https://gallica.bnf.fr/ark:/12148/bpt6k70413v
RACINE_IPHIGENIE,Grèce,Greece,Pays,Grèce,Europe,39,22,Jean Racine,Iphigénie,Tragédie,1674,70,1674,70,http://dramacode.github.io/tcp5/racine_iphigenie.xml,https://catalogue.bnf.fr/ark:/12148/cb31169276w,https://gallica.bnf.fr/ark:/12148/bpt6k70413v
RACINE_IPHIGENIE,Argos,Argos,Ville,Grèce,Europe,37.631561,22.719464,Jean Racine,Iphigénie,Tragédie,1674,70,1674,70,http://dramacode.github.io/tcp5/racine_iphigenie.xml,https://catalogue.bnf.fr/ark:/12148/cb31169276w,https://gallica.bnf.fr/ark:/12148/bpt6k70413v
RACINE_IPHIGENIE,Sparte,Sparta,Ville,Grèce,Europe,37.077905,22.4272985,Jean Racine,Iphigénie,Tragédie,1674,70,1674,70,http://dramacode.github.io/tcp5/racine_iphigenie.xml,https://catalogue.bnf.fr/ark:/12148/cb31169276w,https://gallica.bnf.fr/ark:/12148/bpt6k70413v
RACINE_IPHIGENIE,Mycènes,Mycenae,Ville,Grèce,Europe,37.7300345711,22.7540710459,Jean Racine,Iphigénie,Tragédie,1674,70,1674,70,http://dramacode.github.io/tcp5/racine_iphigenie.xml,https://catalogue.bnf.fr/ark:/12148/cb31169276w,https://gallica.bnf.fr/ark:/12148/bpt6k70413v
RACINE_IPHIGENIE,Lesbos,Lesbos,Île,Grèce,Europe,39.2074811,26.1342123,Jean Racine,Iphigénie,Tragédie,1674,70,1674,70,http://dramacode.github.io/tcp5/racine_iphigenie.xml,https://catalogue.bnf.fr/ark:/12148/cb31169276w,https://gallica.bnf.fr/ark:/12148/bpt6k70413v
RACINE_IPHIGENIE,Thessalie,Thessalia/Thessaly,Région,Grèce,Europe,37.5,22.5,Jean Racine,Iphigénie,Tragédie,1674,70,1674,70,http://dramacode.github.io/tcp5/racine_iphigenie.xml,https://catalogue.bnf.fr/ark:/12148/cb31169276w,https://gallica.bnf.fr/ark:/12148/bpt6k70413v
RACINE_IPHIGENIE,mer Égée,Aegean Sea,Mer,Grèce,Europe,37.4126570185,25.8014773544,Jean Racine,Iphigénie,Tragédie,1674,70,1674,70,http://dramacode.github.io/tcp5/racine_iphigenie.xml,https://catalogue.bnf.fr/ark:/12148/cb31169276w,https://gallica.bnf.fr/ark:/12148/bpt6k70413v
RACINE_IPHIGENIE,Hellespont,Hellespont,Mer,Grèce,Europe,40.2,26.4,Jean Racine,Iphigénie,Tragédie,1674,70,1674,70,http://dramacode.github.io/tcp5/racine_iphigenie.xml,https://catalogue.bnf.fr/ark:/12148/cb31169276w,https://gallica.bnf.fr/ark:/12148/bpt6k70413v
RACINE_IPHIGENIE,Europe,Europa,Continent,,Europe,48.69096,9.14062,Jean Racine,Iphigénie,Tragédie,1674,70,1674,70,http://dramacode.github.io/tcp5/racine_iphigenie.xml,https://catalogue.bnf.fr/ark:/12148/cb31169276w,https://gallica.bnf.fr/ark:/12148/bpt6k70413v
RACINE_PHEDRE,Corinthe,Corinth,Ville,Grèce,Europe,37.8980016198,22.8999795422,Jean Racine,Phèdre,Tragédie,1677,70,1677,70,http://dramacode.github.io/tcp5/racine_phedre.xml,https://catalogue.bnf.fr/ark:/12148/cb31169345w,https://gallica.bnf.fr/ark:/12148/btv1b8610817v
RACINE_PHEDRE,Achéron,Acheron,Fleuve,Grèce,Europe,39.2348296,20.4831346,Jean Racine,Phèdre,Tragédie,1677,70,1677,70,http://dramacode.github.io/tcp5/racine_phedre.xml,https://catalogue.bnf.fr/ark:/12148/cb31169345w,https://gallica.bnf.fr/ark:/12148/btv1b8610817v
RACINE_PHEDRE,Élide,Elis,Région,Grèce,Europe,37.75,21.25,Jean Racine,Phèdre,Tragédie,1677,70,1677,70,http://dramacode.github.io/tcp5/racine_phedre.xml,https://catalogue.bnf.fr/ark:/12148/cb31169345w,https://gallica.bnf.fr/ark:/12148/btv1b8610817v
RACINE_PHEDRE,Ténare,Cape Matapan,Cap,Grèce,Europe,36.5306726123,22.5982376992,Jean Racine,Phèdre,Tragédie,1677,70,1677,70,http://dramacode.github.io/tcp5/racine_phedre.xml,https://catalogue.bnf.fr/ark:/12148/cb31169345w,https://gallica.bnf.fr/ark:/12148/btv1b8610817v
RACINE_PHEDRE,Athènes,Athens,Ville,Grèce,Europe,37.9728191495,23.7237438519,Jean Racine,Phèdre,Tragédie,1677,70,1677,70,http://dramacode.github.io/tcp5/racine_phedre.xml,https://catalogue.bnf.fr/ark:/12148/cb31169345w,https://gallica.bnf.fr/ark:/12148/btv1b8610817v
RACINE_PHEDRE,Épidaure,Epidaurus,Ville,Grèce,Europe,37.6334625,23.16015635,Jean Racine,Phèdre,Tragédie,1677,70,1677,70,http://dramacode.github.io/tcp5/racine_phedre.xml,https://catalogue.bnf.fr/ark:/12148/cb31169345w,https://gallica.bnf.fr/ark:/12148/btv1b8610817v
RACINE_PHEDRE,Crète,Creta,Pays,Grèce,Europe,35.0627201667,24.9469437222,Jean Racine,Phèdre,Tragédie,1677,70,1677,70,http://dramacode.github.io/tcp5/racine_phedre.xml,https://catalogue.bnf.fr/ark:/12148/cb31169345w,https://gallica.bnf.fr/ark:/12148/btv1b8610817v
RACINE_PHEDRE,Sparte,Sparta,Ville,Grèce,Europe,37.077905,22.4272985,Jean Racine,Phèdre,Tragédie,1677,70,1677,70,http://dramacode.github.io/tcp5/racine_phedre.xml,https://catalogue.bnf.fr/ark:/12148/cb31169345w,https://gallica.bnf.fr/ark:/12148/btv1b8610817v
RACINE_PHEDRE,Salamine,Salamis Island,Île,Grèce,Europe,37.93,23.51,Jean Racine,Phèdre,Tragédie,1677,70,1677,70,http://dramacode.github.io/tcp5/racine_phedre.xml,https://catalogue.bnf.fr/ark:/12148/cb31169345w,https://gallica.bnf.fr/ark:/12148/btv1b8610817v
RACINE_PHEDRE,Grèce,Greece,Pays,Grèce,Europe,39,22,Jean Racine,Phèdre,Tragédie,1677,70,1677,70,http://dramacode.github.io/tcp5/racine_phedre.xml,https://catalogue.bnf.fr/ark:/12148/cb31169345w,https://gallica.bnf.fr/ark:/12148/btv1b8610817v
RACINE_PHEDRE,Épire,Epirus,Région,Grèce,Europe,39.5771060055,20.589832047,Jean Racine,Phèdre,Tragédie,1677,70,1677,70,http://dramacode.github.io/tcp5/racine_phedre.xml,https://catalogue.bnf.fr/ark:/12148/cb31169345w,https://gallica.bnf.fr/ark:/12148/btv1b8610817v
RACINE_PHEDRE,Olympe,Olympus,Montagne,Grèce,Europe,40.085556,22.358611,Jean Racine,Phèdre,Tragédie,1677,70,1677,70,http://dramacode.github.io/tcp5/racine_phedre.xml,https://catalogue.bnf.fr/ark:/12148/cb31169345w,https://gallica.bnf.fr/ark:/12148/btv1b8610817v
RACINE_PHEDRE,Argos,Argos,Ville,Grèce,Europe,37.631561,22.719464,Jean Racine,Phèdre,Tragédie,1677,70,1677,70,http://dramacode.github.io/tcp5/racine_phedre.xml,https://catalogue.bnf.fr/ark:/12148/cb31169345w,https://gallica.bnf.fr/ark:/12148/btv1b8610817v
RACINE_PHEDRE,Mycènes,Mycenae,Ville,Grèce,Europe,37.7300345711,22.7540710459,Jean Racine,Phèdre,Tragédie,1677,70,1677,70,http://dramacode.github.io/tcp5/racine_phedre.xml,https://catalogue.bnf.fr/ark:/12148/cb31169345w,https://gallica.bnf.fr/ark:/12148/btv1b8610817v
ROTROU_DOMBERNARDDECABRERE,Modique,Modica,Ville,Italie,Europe,36.85868,14.75966,Jean Rotrou,Don Bernard de Cabrère,Tragi-comédie,1646,40,1647,40,http://dramacode.github.io/tcp5/rotrou_dombernarddecabrere.xml,,
ROTROU_DOMBERNARDDECABRERE,Sardaigne,Sardinia,Île,Italie,Europe,40,9,Jean Rotrou,Don Bernard de Cabrère,Tragi-comédie,1646,40,1647,40,http://dramacode.github.io/tcp5/rotrou_dombernarddecabrere.xml,,
ROTROU_COSROES,Perse,Persia,Pays,Orient,Asie,32,53,Jean Rotrou,Cosroès,Tragédie,1648,40,1649,40,http://dramacode.github.io/tcp5/rotrou_cosroes.xml,https://catalogue.bnf.fr/ark:/12148/cb31251874w,https://gallica.bnf.fr/ark:/12148/btv1b8622110f
ROTROU_DOMBERNARDDECABRERE,Murcie,Murcia,Région,Péninsule Ibérique,Europe,38,-1.5,Jean Rotrou,Don Bernard de Cabrère,Tragi-comédie,1646,40,1647,40,http://dramacode.github.io/tcp5/rotrou_dombernarddecabrere.xml,,
ROTROU_COSROES,Europe,Europa,Continent,,Europe,48.69096,9.14062,Jean Rotrou,Cosroès,Tragédie,1648,40,1649,40,http://dramacode.github.io/tcp5/rotrou_cosroes.xml,https://catalogue.bnf.fr/ark:/12148/cb31251874w,https://gallica.bnf.fr/ark:/12148/btv1b8622110f
ROTROU_COSROES,Persépolis,Persepolis,Ville,Orient,Asie,29.9353403333,52.889437,Jean Rotrou,Cosroès,Tragédie,1648,40,1649,40,http://dramacode.github.io/tcp5/rotrou_cosroes.xml,https://catalogue.bnf.fr/ark:/12148/cb31251874w,https://gallica.bnf.fr/ark:/12148/btv1b8622110f
ROTROU_COSROES,Arménie,Armenia,Pays,Arménie,Asie,39.25,38.25,Jean Rotrou,Cosroès,Tragédie,1648,40,1649,40,http://dramacode.github.io/tcp5/rotrou_cosroes.xml,https://catalogue.bnf.fr/ark:/12148/cb31251874w,https://gallica.bnf.fr/ark:/12148/btv1b8622110f
ROTROU_COSROES,Asie,Asia,Continent,,Asie,29.84064,89.29688,Jean Rotrou,Cosroès,Tragédie,1648,40,1649,40,http://dramacode.github.io/tcp5/rotrou_cosroes.xml,https://catalogue.bnf.fr/ark:/12148/cb31251874w,https://gallica.bnf.fr/ark:/12148/btv1b8622110f
ROTROU_DEUXPUCELLES,Cythère,Cythera,Île,Grèce,Europe,36.2400122314,22.9829428015,Jean Rotrou,Les Deux Pucelles,Tragi-comédie,,,1639,30,http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/ROTROU_DEUXPUCELLES.xml,,
ROTROU_DEUXPUCELLES,Tibre,Tiber,Fleuve,Italie,Europe,41.74032,12.23371,Jean Rotrou,Les Deux Pucelles,Tragi-comédie,,,1639,30,http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/ROTROU_DEUXPUCELLES.xml,,
ROTROU_DEUXPUCELLES,Olympe,Olympus,Montagne,Grèce,Europe,40.085556,22.358611,Jean Rotrou,Les Deux Pucelles,Tragi-comédie,,,1639,30,http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/ROTROU_DEUXPUCELLES.xml,,
ROTROU_DEUXPUCELLES,Séville,Seville,Ville,Péninsule Ibérique,Europe,37.38283,-5.97317,Jean Rotrou,Les Deux Pucelles,Tragi-comédie,,,1639,30,http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/ROTROU_DEUXPUCELLES.xml,,
ROTROU_DEUXPUCELLES,Salamanque,Salamanca,Ville,Péninsule Ibérique,Europe,40.96882,-5.66388,Jean Rotrou,Les Deux Pucelles,Tragi-comédie,,,1639,30,http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/ROTROU_DEUXPUCELLES.xml,,
ROTROU_DEUXPUCELLES,Italie,Italy,Pays,Italie,Europe,42.83333,12.83333,Jean Rotrou,Les Deux Pucelles,Tragi-comédie,,,1639,30,http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/ROTROU_DEUXPUCELLES.xml,,
ROTROU_DEUXPUCELLES,Rome,Roma,Ville,Italie,Europe,41.89193,12.51133,Jean Rotrou,Les Deux Pucelles,Tragi-comédie,,,1639,30,http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/ROTROU_DEUXPUCELLES.xml,,
ROTROU_DEUXPUCELLES,Paphe,Paphos,Ville,Grèce,Europe,34.757212,32.406593,Jean Rotrou,Les Deux Pucelles,Tragi-comédie,,,1639,30,http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/ROTROU_DEUXPUCELLES.xml,,
ROTROU_DEUXPUCELLES,Espagne,Spain,Pays,Péninsule Ibérique,Europe,40,-4,Jean Rotrou,Les Deux Pucelles,Tragi-comédie,,,1639,30,http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/ROTROU_DEUXPUCELLES.xml,,
ROTROU_DOMBERNARDDECABRERE,Aragon,Aragon,Région,Péninsule Ibérique,Europe,41.5,-0.66667,Jean Rotrou,Don Bernard de Cabrère,Tragi-comédie,1646,40,1647,40,http://dramacode.github.io/tcp5/rotrou_dombernarddecabrere.xml,,
ROTROU_DOMBERNARDDECABRERE,Saragosse,Zaragoza,Ville,Péninsule Ibérique,Europe,41.65606,-0.87734,Jean Rotrou,Don Bernard de Cabrère,Tragi-comédie,1646,40,1647,40,http://dramacode.github.io/tcp5/rotrou_dombernarddecabrere.xml,,
ROTROU_DOMBERNARDDECABRERE,Europe,Europa,Continent,,Europe,48.69096,9.14062,Jean Rotrou,Don Bernard de Cabrère,Tragi-comédie,1646,40,1647,40,http://dramacode.github.io/tcp5/rotrou_dombernarddecabrere.xml,,
ROTROU_DOMBERNARDDECABRERE,Ossone,Ossona,Ville,Italie,Europe,45.50708,8.89314,Jean Rotrou,Don Bernard de Cabrère,Tragi-comédie,1646,40,1647,40,http://dramacode.github.io/tcp5/rotrou_dombernarddecabrere.xml,,
ROTROU_DOMBERNARDDECABRERE,Moncade,Montcada i Reixac,Ville,Péninsule Ibérique,Europe,41.48333,2.18333,Jean Rotrou,Don Bernard de Cabrère,Tragi-comédie,1646,40,1647,40,http://dramacode.github.io/tcp5/rotrou_dombernarddecabrere.xml,,
ROTROU_DOMBERNARDDECABRERE,Ribagorce,Ribagorza,Région,Péninsule Ibérique,Europe,42.25,0.5,Jean Rotrou,Don Bernard de Cabrère,Tragi-comédie,1646,40,1647,40,http://dramacode.github.io/tcp5/rotrou_dombernarddecabrere.xml,,
ROTROU_DOMBERNARDDECABRERE,Sassaris,Sassari,Ville,Italie,Europe,40.72586,8.55552,Jean Rotrou,Don Bernard de Cabrère,Tragi-comédie,1646,40,1647,40,http://dramacode.github.io/tcp5/rotrou_dombernarddecabrere.xml,,
ROTROU_DOMBERNARDDECABRERE,Sora,Sora,Ville,Italie,Europe,41.71829,13.61356,Jean Rotrou,Don Bernard de Cabrère,Tragi-comédie,1646,40,1647,40,http://dramacode.github.io/tcp5/rotrou_dombernarddecabrere.xml,,
ROTROU_DOMBERNARDDECABRERE,Vas,Besalú,Ville,Péninsule Ibérique,Europe,42.20187,2.69748,Jean Rotrou,Don Bernard de Cabrère,Tragi-comédie,1646,40,1647,40,http://dramacode.github.io/tcp5/rotrou_dombernarddecabrere.xml,,
ROTROU_DOMBERNARDDECABRERE,Leon,León,Région,Péninsule Ibérique,Europe,42.66667,-6,Jean Rotrou,,Tragi-comédie,1646,40,1647,40,http://dramacode.github.io/tcp5/rotrou_dombernarddecabrere.xml,,
ROTROU_HERCULEMOURANT,Oetolie,Aetolia,Région,Grèce,Europe,38.5079025133,21.7425252978,Jean Rotrou,Hercule mourant,Tragédie,1634,30,1636,30,http://dramacode.github.io/tcp5/rotrou_herculemourant.xml,https://catalogue.bnf.fr/ark:/12148/cb312518904,https://gallica.bnf.fr/ark:/12148/bpt6k72394w
ROTROU_HERCULEMOURANT,Némée,Nemea,Ville,Grèce,Europe,37.808904,22.7108171,Jean Rotrou,Hercule mourant,Tragédie,1634,30,1636,30,http://dramacode.github.io/tcp5/rotrou_herculemourant.xml,https://catalogue.bnf.fr/ark:/12148/cb312518904,https://gallica.bnf.fr/ark:/12148/bpt6k72394w
ROTROU_HERCULEMOURANT,Afrique,Africa,Continent,,Afrique,32.5,7.5,Jean Rotrou,Hercule mourant,Tragédie,1634,30,1636,30,http://dramacode.github.io/tcp5/rotrou_herculemourant.xml,https://catalogue.bnf.fr/ark:/12148/cb312518904,https://gallica.bnf.fr/ark:/12148/bpt6k72394w
ROTROU_HERCULEMOURANT,AEgée,Aegae,Ville,Anatolie,Asie,36.769676,35.789487,Jean Rotrou,Hercule mourant,Tragédie,1634,30,1636,30,http://dramacode.github.io/tcp5/rotrou_herculemourant.xml,https://catalogue.bnf.fr/ark:/12148/cb312518904,https://gallica.bnf.fr/ark:/12148/bpt6k72394w
ROTROU_HERCULEMOURANT,Argos,Argos,Ville,Grèce,Europe,37.631561,22.719464,Jean Rotrou,Hercule mourant,Tragédie,1634,30,1636,30,http://dramacode.github.io/tcp5/rotrou_herculemourant.xml,https://catalogue.bnf.fr/ark:/12148/cb312518904,https://gallica.bnf.fr/ark:/12148/bpt6k72394w
ROTROU_HERCULEMOURANT,Thessalie,Thessalia/Thessaly,Région,Grèce,Europe,37.5,22.5,Jean Rotrou,Hercule mourant,Tragédie,1634,30,1636,30,http://dramacode.github.io/tcp5/rotrou_herculemourant.xml,https://catalogue.bnf.fr/ark:/12148/cb312518904,https://gallica.bnf.fr/ark:/12148/bpt6k72394w
ROTROU_HERCULEMOURANT,Pelion,Pelion,Montagne,Grèce,Europe,39.25,23.25,Jean Rotrou,Hercule mourant,Tragédie,1634,30,1636,30,http://dramacode.github.io/tcp5/rotrou_herculemourant.xml,https://catalogue.bnf.fr/ark:/12148/cb312518904,https://gallica.bnf.fr/ark:/12148/bpt6k72394w
ROTROU_HERCULEMOURANT,Olympe,Olympus,Montagne,Grèce,Europe,40.085556,22.358611,Jean Rotrou,Hercule mourant,Tragédie,1634,30,1636,30,http://dramacode.github.io/tcp5/rotrou_herculemourant.xml,https://catalogue.bnf.fr/ark:/12148/cb312518904,https://gallica.bnf.fr/ark:/12148/bpt6k72394w
ROTROU_HERCULEMOURANT,Osse,Ossa,Montagne,Grèce,Europe,39.7957751,22.6851958,Jean Rotrou,Hercule mourant,Tragédie,1634,30,1636,30,http://dramacode.github.io/tcp5/rotrou_herculemourant.xml,https://catalogue.bnf.fr/ark:/12148/cb312518904,https://gallica.bnf.fr/ark:/12148/bpt6k72394w
ROTROU_HERCULEMOURANT,Averne,Avernus,Lac,Italie,Europe,40.838333,14075,Jean Rotrou,Hercule mourant,Tragédie,1634,30,1636,30,http://dramacode.github.io/tcp5/rotrou_herculemourant.xml,https://catalogue.bnf.fr/ark:/12148/cb312518904,https://gallica.bnf.fr/ark:/12148/bpt6k72394w
ROTROU_HERCULEMOURANT,Lerne,Lerna,Ville,Grèce,Europe,37.5512409,22.7183258,Jean Rotrou,Hercule mourant,Tragédie,1634,30,1636,30,http://dramacode.github.io/tcp5/rotrou_herculemourant.xml,https://catalogue.bnf.fr/ark:/12148/cb312518904,https://gallica.bnf.fr/ark:/12148/bpt6k72394w
ROTROU_HERCULEMOURANT,Pénée,Pineios,Fleuve,Grèce,Europe,37.75,21.25,Jean Rotrou,Hercule mourant,Tragédie,1634,30,1636,30,http://dramacode.github.io/tcp5/rotrou_herculemourant.xml,https://catalogue.bnf.fr/ark:/12148/cb312518904,https://gallica.bnf.fr/ark:/12148/bpt6k72394w
MOLIERE_AMPHITRYON,Thèbes,Thebes,Ville,Grèce,Europe,38.319156,23.317577,Molière,Amphitryon,Comédie,1668,60,1668,60,http://dramacode.github.io/moliere/moliere_amphitryon.xml,https://catalogue.bnf.fr/ark:/12148/cb32457713b,
MOLIERE_AMPHITRYON,Thessalie,Thessalia/Thessaly,Région,Grèce,Europe,37.5,22.5,Molière,Amphitryon,Comédie,1668,60,1668,60,http://dramacode.github.io/moliere/moliere_amphitryon.xml,https://catalogue.bnf.fr/ark:/12148/cb32457713b,
MOLIERE_DOMGARCIEDENAVARRE,Castille,Castile,Région,Péninsule Ibérique,Europe,41,-3.5,Molière,Don Garcie de Navarre,Comédie,1661,60,1682,80,http://dramacode.github.io/moliere/moliere_domgarciedenavarre.xml,https://catalogue.bnf.fr/ark:/12148/cb373022911,
MOLIERE_DOMGARCIEDENAVARRE,Léon,León,Région,Péninsule Ibérique,Europe,42.66667,-6,Molière,Don Garcie de Navarre,Comédie,1661,60,1682,80,http://dramacode.github.io/moliere/moliere_domgarciedenavarre.xml,https://catalogue.bnf.fr/ark:/12148/cb373022911,
MOLIERE_DOMGARCIEDENAVARRE,Astorgue,Astorga,Ville,Péninsule Ibérique,Europe,42.45879,-6.05601,Molière,Don Garcie de Navarre,Comédie,1661,60,1682,80,http://dramacode.github.io/moliere/moliere_domgarciedenavarre.xml,https://catalogue.bnf.fr/ark:/12148/cb373022911,
MOLIERE_DOMGARCIEDENAVARRE,Burgos,Burgos,Ville,Péninsule Ibérique,Europe,42.34106,-3.70184,Molière,Don Garcie de Navarre,Comédie,1661,60,1682,80,http://dramacode.github.io/moliere/moliere_domgarciedenavarre.xml,https://catalogue.bnf.fr/ark:/12148/cb373022911,
MOLIERE_MISANTHROPE,Paris,Paris,Ville,France,Europe,48.85341,2.3488,Molière,Le Misanthrope,Comédie,1667,60,1667,60,http://dramacode.github.io/moliere/moliere_misanthrope.xml,catalogue.bnf.fr/ark:/12148/cb30958766r,http://gallica.bnf.fr/ark:/12148/btv1b8610797j
MOLIERE_MISANTHROPE,Louvre,Louvre,Lieu,France,Europe,48.86102,2.33587,Molière,Le Misanthrope,Comédie,1667,60,1667,60,http://dramacode.github.io/moliere/moliere_misanthrope.xml,catalogue.bnf.fr/ark:/12148/cb30958766r,http://gallica.bnf.fr/ark:/12148/btv1b8610797j
MOLIERE_TARTUFFE,Babylone,Babylon,Ville,Orient,Asie,32.5387834636,44.4236176449,Molière,"Tartuffe, ou l’Imposteur",Comédie,1664,60,1669,60,http://dramacode.github.io/moliere/moliere_tartuffe.xml,https://catalogue.bnf.fr/ark:/12148/cb30958943n,http://gallica.bnf.fr/ark:/12148/btv1b8610800k
MOLIERE_TARTUFFE,Normandie,Normandy,Région,France,Europe,49.19906,0.49988,Molière,"Tartuffe, ou l’Imposteur",Comédie,1664,60,1669,60,http://dramacode.github.io/moliere/moliere_tartuffe.xml,https://catalogue.bnf.fr/ark:/12148/cb30958943n,http://gallica.bnf.fr/ark:/12148/btv1b8610800k
SCARRON_DOMJAPHETDARMENIE,Madrid,Madrid,Ville,Péninsule Ibérique,Europe,40.4165,-3.70256,Paul Scarron,Don Japhet d’Arménie,Comédie,1647,50,1653,50,http://dramacode.github.io/tcp5/scarron_domjaphetdarmenie.xml,https://catalogue.bnf.fr/ark:/12148/cb313084409,https://gallica.bnf.fr/ark:/12148/bpt6k70326x
SCARRON_DOMJAPHETDARMENIE,Séville,Seville,Ville,Péninsule Ibérique,Europe,37.38283,-5.97317,Paul Scarron,Don Japhet d’Arménie,Comédie,1647,50,1653,50,http://dramacode.github.io/tcp5/scarron_domjaphetdarmenie.xml,https://catalogue.bnf.fr/ark:/12148/cb313084409,https://gallica.bnf.fr/ark:/12148/bpt6k70326x
